日期,股票代码,股票简称,回报率(不考虑分红)
20140312,601166    ,兴业银行,0.0254
20140312,601186    ,中国铁建,-0.0077
20140312,601288    ,农业银行,0.0000
20140312,601328    ,交通银行,0.0028
20140312,601336    ,新华保险,0.0116
20140313,600016    ,民生银行,0.0106
20140313,600309    ,万华化学,0.0083
20140313,600340    ,华夏幸福,-0.0184
20140313,600690    ,青岛海尔,0.0247
20140313,600703    ,三安光电,0.0212
20140313,600887    ,伊利股份,0.0427
20140313,601166    ,兴业银行,0.0101
20140313,601186    ,中国铁建,0.0130
20140313,601288    ,农业银行,0.0306
20140313,601328    ,交通银行,0.0165
20140313,601336    ,新华保险,0.0005
20140314,600016    ,民生银行,-0.0118
20140314,600309    ,万华化学,0.0153
20140314,600340    ,华夏幸福,-0.0110
20140314,600690    ,青岛海尔,0.0112
20140314,600703    ,三安光电,0.0033
20140314,600887    ,伊利股份,-0.0087
20140314,601166    ,兴业银行,-0.0033
20140314,601186    ,中国铁建,-0.0051
20140314,601288    ,农业银行,0.0000
20140314,601328    ,交通银行,-0.0135
20140314,601336    ,新华保险,-0.0135
20140317,600016    ,民生银行,-0.0040
20140317,600309    ,万华化学,0.0099
20140317,600340    ,华夏幸福,0.0614
20140317,600690    ,青岛海尔,-0.0122
20140317,600703    ,三安光电,-0.0033
20140317,600887    ,伊利股份,-0.0075
20140317,601166    ,兴业银行,0.0056
20140317,601186    ,中国铁建,0.0103
20140317,601288    ,农业银行,-0.0085
20140317,601328    ,交通银行,0.0055
20140317,601336    ,新华保险,0.0076
20140318,600016    ,民生银行,-0.0173
20140318,600309    ,万华化学,-0.0224
20140318,600340    ,华夏幸福,0.0030
20140318,600690    ,青岛海尔,0.0094
20140318,600703    ,三安光电,-0.0162
20140318,600887    ,伊利股份,0.0091
20140318,601166    ,兴业银行,-0.0089
20140318,601186    ,中国铁建,0.0051
20140318,601288    ,农业银行,0.0000
20140318,601328    ,交通银行,-0.0027
20140318,601336    ,新华保险,-0.0055
20140319,600016    ,民生银行,-0.0203
20140319,600309    ,万华化学,-0.0259
20140319,600340    ,华夏幸福,0.0004
20140319,600690    ,青岛海尔,-0.0315
20140319,600703    ,三安光电,-0.0051
20140319,600887    ,伊利股份,-0.0447
20140319,601166    ,兴业银行,-0.0079
20140319,601186    ,中国铁建,-0.0025
20140319,601288    ,农业银行,-0.0043
20140319,601328    ,交通银行,-0.0027
20140319,601336    ,新华保险,-0.0162
20140320,600016    ,民生银行,-0.0041
20140320,600309    ,万华化学,-0.0079
20140320,600340    ,华夏幸福,0.0152
20140320,600690    ,青岛海尔,-0.0794
20140320,600703    ,三安光电,-0.0517
20140320,600887    ,伊利股份,-0.0164
20140320,601166    ,兴业银行,0.0068
20140320,601186    ,中国铁建,0.0153
20140320,601288    ,农业银行,0.0000
20140320,601328    ,交通银行,-0.0027
20140320,601336    ,新华保险,-0.0097
20140321,600016    ,民生银行,0.0500
20140321,600309    ,万华化学,0.0316
20140321,600340    ,华夏幸福,0.0999
20140321,600690    ,青岛海尔,0.0588
20140321,600703    ,三安光电,0.0255
20140321,600887    ,伊利股份,0.0314
20140321,601166    ,兴业银行,0.0664
20140321,601186    ,中国铁建,0.0251
20140321,601288    ,农业银行,0.0300
20140321,601328    ,交通银行,0.0357
20140321,601336    ,新华保险,0.0389
20140324,600016    ,民生银行,0.0079
20140324,600309    ,万华化学,-0.0024
20140324,600340    ,华夏幸福,0.1001
20140324,600690    ,青岛海尔,-0.0210
20140324,600703    ,三安光电,-0.0118
20140324,600887    ,伊利股份,-0.0189
20140324,601166    ,兴业银行,0.0105
20140324,601186    ,中国铁建,0.0147
20140324,601288    ,农业银行,0.0000
20140324,601328    ,交通银行,0.0133
20140324,601336    ,新华保险,0.0229
20140325,600016    ,民生银行,-0.0131
20140325,600309    ,万华化学,-0.0047
20140325,600340    ,华夏幸福,0.0049
20140325,600690    ,青岛海尔,0.0101
20140325,600703    ,三安光电,0.0062
20140325,600887    ,伊利股份,0.0062
20140325,601166    ,兴业银行,-0.0198
20140325,601186    ,中国铁建,-0.0048
20140325,601288    ,农业银行,0.0000
20140325,601328    ,交通银行,-0.0105
20140325,601336    ,新华保险,-0.0171
20140326,600016    ,民生银行,0.0040
20140326,600309    ,万华化学,0.0053
20140326,600340    ,华夏幸福,-0.0032
20140326,600690    ,青岛海尔,0.0000
20140326,600703    ,三安光电,0.0408
20140326,600887    ,伊利股份,0.0058
20140326,601166    ,兴业银行,-0.0021
20140326,601186    ,中国铁建,0.0000
20140326,601288    ,农业银行,0.0000
20140326,601328    ,交通银行,0.0000
20140326,601336    ,新华保险,0.0084
20140327,600016    ,民生银行,0.0358
20140327,600309    ,万华化学,0.0000
20140327,600340    ,华夏幸福,0.0187
20140327,600690    ,青岛海尔,-0.0200
20140327,600703    ,三安光电,-0.0312
20140327,600887    ,伊利股份,-0.0254
20140327,601166    ,兴业银行,0.0107
20140327,601186    ,中国铁建,-0.0073
20140327,601288    ,农业银行,0.0000
20140327,601328    ,交通银行,0.0000
20140327,601336    ,新华保险,-0.0207
20140328,600016    ,民生银行,0.0038
20140328,600309    ,万华化学,0.0171
20140328,600340    ,华夏幸福,-0.0871
20140328,600690    ,青岛海尔,0.0331
20140328,600703    ,三安光电,-0.0183
20140328,600887    ,伊利股份,-0.0065
20140328,601166    ,兴业银行,0.0116
20140328,601186    ,中国铁建,0.0146
20140328,601288    ,农业银行,0.0125
20140328,601328    ,交通银行,0.0106
20140328,601336    ,新华保险,0.0040
20140331,600016    ,民生银行,-0.0242
20140331,600309    ,万华化学,0.0151
20140331,600340    ,华夏幸福,0.0541
20140331,600690    ,青岛海尔,0.0006
20140331,600703    ,三安光电,0.0075
20140331,600887    ,伊利股份,0.0228
20140331,601166    ,兴业银行,-0.0063
20140331,601186    ,中国铁建,0.0096
20140331,601288    ,农业银行,-0.0041
20140331,601328    ,交通银行,-0.0105
20140331,601336    ,新华保险,0.0095
20140401,600016    ,民生银行,-0.0026
20140401,600309    ,万华化学,0.0309
20140401,600340    ,华夏幸福,0.0165
20140401,600690    ,青岛海尔,0.0006
20140401,600703    ,三安光电,0.0000
20140401,600887    ,伊利股份,0.0276
20140401,601166    ,兴业银行,-0.0147
20140401,601186    ,中国铁建,0.0095
20140401,601288    ,农业银行,0.0000
20140401,601328    ,交通银行,0.0000
20140401,601336    ,新华保险,0.0064
20140402,600016    ,民生银行,0.0196
20140402,600309    ,万华化学,0.0011
20140402,600340    ,华夏幸福,0.0961
20140402,600690    ,青岛海尔,0.0068
20140402,600703    ,三安光电,0.0000
20140402,600887    ,伊利股份,-0.0158
20140402,601166    ,兴业银行,0.0117
20140402,601186    ,中国铁建,0.0236
20140402,601288    ,农业银行,0.0083
20140402,601328    ,交通银行,0.0053
20140402,601336    ,新华保险,0.0103
20140403,600016    ,民生银行,-0.0128
20140403,600309    ,万华化学,-0.0194
20140403,600340    ,华夏幸福,-0.0187
20140403,600690    ,青岛海尔,-0.0220
20140403,600703    ,三安光电,0.0000
20140403,600887    ,伊利股份,-0.0066
20140403,601166    ,兴业银行,-0.0116
20140403,601186    ,中国铁建,0.0069
20140403,601288    ,农业银行,-0.0205
20140403,601328    ,交通银行,-0.0158
20140403,601336    ,新华保险,-0.0136
20140404,600016    ,民生银行,0.0104
20140404,600309    ,万华化学,0.0096
20140404,600340    ,华夏幸福,-0.0049
20140404,600690    ,青岛海尔,0.0044
20140404,600703    ,三安光电,0.0497
20140404,600887    ,伊利股份,0.0247
20140404,601166    ,兴业银行,0.0213
20140404,601186    ,中国铁建,0.0046
20140404,601288    ,农业银行,0.0042
20140404,601328    ,交通银行,0.0053
20140404,601336    ,新华保险,0.0005
20140408,600016    ,民生银行,0.0476
20140408,600309    ,万华化学,0.0118
20140408,600340    ,华夏幸福,-0.0446
20140408,600690    ,青岛海尔,0.0535
20140408,600703    ,三安光电,0.0059
20140408,600887    ,伊利股份,0.0561
20140408,601166    ,兴业银行,0.0804
20140408,601186    ,中国铁建,0.0159
20140408,601288    ,农业银行,0.0167
20140408,601328    ,交通银行,0.0239
20140408,601336    ,新华保险,0.0420
20140409,600016    ,民生银行,-0.0111
20140409,600309    ,万华化学,-0.0044
20140409,600340    ,华夏幸福,0.0290
20140409,600690    ,青岛海尔,0.0071
20140409,600703    ,三安光电,0.0341
20140409,600887    ,伊利股份,-0.0056
20140409,601166    ,兴业银行,-0.0058
20140409,601186    ,中国铁建,0.0000
20140409,601288    ,农业银行,0.0041
20140409,601328    ,交通银行,-0.0026
20140409,601336    ,新华保险,0.0047
20140410,600016    ,民生银行,0.0062
20140410,600309    ,万华化学,0.0072
20140410,600340    ,华夏幸福,-0.0386
20140410,600690    ,青岛海尔,0.0023
20140410,600703    ,三安光电,0.0765
20140410,600887    ,伊利股份,0.0124
20140410,601166    ,兴业银行,0.0029
20140410,601186    ,中国铁建,0.0852
20140410,601288    ,农业银行,0.0041
20140410,601328    ,交通银行,0.0104
20140410,601336    ,新华保险,0.0269
20140411,600016    ,民生银行,-0.0049
20140411,600309    ,万华化学,-0.0331
20140411,600340    ,华夏幸福,0.0164
20140411,600690    ,青岛海尔,0.0000
20140411,600703    ,三安光电,0.0011
20140411,600887    ,伊利股份,0.0079
20140411,601166    ,兴业银行,0.0087
20140411,601186    ,中国铁建,-0.0124
20140411,601288    ,农业银行,0.0041
20140411,601328    ,交通银行,0.0026
20140411,601336    ,新华保险,-0.0207
20140414,600016    ,民生银行,-0.0050
20140414,600309    ,万华化学,-0.0183
20140414,600340    ,华夏幸福,0.0371
20140414,600690    ,青岛海尔,0.0129
20140414,600703    ,三安光电,-0.0112
20140414,600887    ,伊利股份,0.0058
20140414,601166    ,兴业银行,-0.0115
20140414,601186    ,中国铁建,-0.0146
20140414,601288    ,农业银行,0.0000
20140414,601328    ,交通银行,-0.0051
20140414,601336    ,新华保险,-0.0080
20140415,600016    ,民生银行,-0.0237
20140415,600309    ,万华化学,0.0023
20140415,600340    ,华夏幸福,-0.0265
20140415,600690    ,青岛海尔,-0.0306
20140415,600703    ,三安光电,-0.0340
20140415,600887    ,伊利股份,-0.0329
20140415,601166    ,兴业银行,-0.0301
20140415,601186    ,中国铁建,-0.0276
20140415,601288    ,农业银行,-0.0162
20140415,601328    ,交通银行,-0.0207
20140415,601336    ,新华保险,-0.0246
20140416,600016    ,民生银行,-0.0038
20140416,600309    ,万华化学,-0.0075
20140416,600340    ,华夏幸福,0.0201
20140416,600690    ,青岛海尔,-0.0191
20140416,600703    ,三安光电,0.0078
20140416,600887    ,伊利股份,0.0008
20140416,601166    ,兴业银行,0.0050
20140416,601186    ,中国铁建,0.0022
20140416,601288    ,农业银行,0.0041
20140416,601328    ,交通银行,0.0000
20140416,601336    ,新华保险,0.0068
20140417,600016    ,民生银行,0.0000
20140417,600309    ,万华化学,-0.0053
20140417,600340    ,华夏幸福,-0.0360
20140417,600690    ,青岛海尔,0.0146
20140417,600703    ,三安光电,-0.0062
20140417,600887    ,伊利股份,-0.0174
20140417,601166    ,兴业银行,-0.0010
20140417,601186    ,中国铁建,-0.0022
20140417,601288    ,农业银行,0.0000
20140417,601328    ,交通银行,-0.0026
20140417,601336    ,新华保险,-0.0048
20140418,600016    ,民生银行,0.0077
20140418,600309    ,万华化学,0.0006
20140418,600340    ,华夏幸福,-0.0346
20140418,600690    ,青岛海尔,-0.0305
20140418,600703    ,三安光电,0.0207
20140418,600887    ,伊利股份,-0.0003
20140418,601166    ,兴业银行,0.0060
20140418,601186    ,中国铁建,-0.0153
20140418,601288    ,农业银行,-0.0082
20140418,601328    ,交通银行,0.0000
20140418,601336    ,新华保险,0.0092
20140421,600016    ,民生银行,-0.0191
20140421,600309    ,万华化学,-0.0100
20140421,600340    ,华夏幸福,-0.0516
20140421,600690    ,青岛海尔,-0.0105
20140421,600703    ,三安光电,-0.0157
20140421,600887    ,伊利股份,-0.0265
20140421,601166    ,兴业银行,-0.0179
20140421,601186    ,中国铁建,-0.0222
20140421,601288    ,农业银行,-0.0083
20140421,601328    ,交通银行,-0.0159
20140421,601336    ,新华保险,-0.0235
20140422,600016    ,民生银行,0.0311
20140422,600309    ,万华化学,0.0024
20140422,600340    ,华夏幸福,-0.0185
20140422,600690    ,青岛海尔,-0.0125
20140422,600703    ,三安光电,-0.0824
20140422,600887    ,伊利股份,-0.0125
20140422,601166    ,兴业银行,0.0333
20140422,601186    ,中国铁建,0.0023
20140422,601288    ,农业银行,0.0042
20140422,601328    ,交通银行,0.0054
20140422,601336    ,新华保险,0.0064
20140423,600016    ,民生银行,-0.0025
20140423,600309    ,万华化学,-0.0225
20140423,600340    ,华夏幸福,-0.0062
20140423,600690    ,青岛海尔,-0.0114
20140423,600703    ,三安光电,0.0042
20140423,600887    ,伊利股份,0.0036
20140423,601166    ,兴业银行,0.0029
20140423,601186    ,中国铁建,-0.0068
20140423,601288    ,农业银行,0.0041
20140423,601328    ,交通银行,-0.0027
20140423,601336    ,新华保险,-0.0083
20140424,600016    ,民生银行,-0.0038
20140424,600309    ,万华化学,-0.0073
20140424,600340    ,华夏幸福,-0.0035
20140424,600690    ,青岛海尔,0.0051
20140424,600703    ,三安光电,-0.0114
20140424,600887    ,伊利股份,0.0030
20140424,601166    ,兴业银行,-0.0039
20140424,601186    ,中国铁建,0.0023
20140424,601288    ,农业银行,-0.0083
20140424,601328    ,交通银行,0.0000
20140424,601336    ,新华保险,-0.0064
20140425,600016    ,民生银行,-0.0101
20140425,600309    ,万华化学,0.0000
20140425,600340    ,华夏幸福,0.0016
20140425,600690    ,青岛海尔,-0.0274
20140425,600703    ,三安光电,-0.0273
20140425,600887    ,伊利股份,-0.0358
20140425,601166    ,兴业银行,0.0000
20140425,601186    ,中国铁建,-0.0091
20140425,601288    ,农业银行,0.0042
20140425,601328    ,交通银行,0.0000
20140425,601336    ,新华保险,-0.0030
20140428,600016    ,民生银行,0.0064
20140428,600309    ,万华化学,-0.0171
20140428,600340    ,华夏幸福,-0.0361
20140428,600690    ,青岛海尔,-0.0183
20140428,600703    ,三安光电,0.0070
20140428,600887    ,伊利股份,-0.0250
20140428,601166    ,兴业银行,-0.0245
20140428,601186    ,中国铁建,-0.0138
20140428,601288    ,农业银行,0.0041
20140428,601328    ,交通银行,-0.0054
20140428,601336    ,新华保险,-0.0209
20140429,600016    ,民生银行,0.0076
20140429,600309    ,万华化学,0.0217
20140429,600340    ,华夏幸福,0.0238
20140429,600690    ,青岛海尔,0.0240
20140429,600703    ,三安光电,0.0357
20140429,600887    ,伊利股份,0.0323
20140429,601166    ,兴业银行,0.0160
20140429,601186    ,中国铁建,0.0140
20140429,601288    ,农业银行,0.0041
20140429,601328    ,交通银行,0.0000
20140429,601336    ,新华保险,0.0198
20140430,600016    ,民生银行,-0.0076
20140430,600309    ,万华化学,0.0006
20140430,600340    ,华夏幸福,0.0000
20140430,600690    ,青岛海尔,-0.0013
20140430,600703    ,三安光电,0.0084
20140430,600887    ,伊利股份,0.0451
20140430,601166    ,兴业银行,0.0039
20140430,601186    ,中国铁建,0.0023
20140430,601288    ,农业银行,-0.0041
20140430,601328    ,交通银行,0.0000
20140430,601336    ,新华保险,-0.0060
20140505,600016    ,民生银行,-0.0140
20140505,600309    ,万华化学,-0.0115
20140505,600340    ,华夏幸福,-0.0209
20140505,600690    ,青岛海尔,-0.0085
20140505,600703    ,三安光电,-0.0063
20140505,600887    ,伊利股份,0.0151
20140505,601166    ,兴业银行,-0.0147
20140505,601186    ,中国铁建,0.0229
20140505,601288    ,农业银行,-0.0124
20140505,601328    ,交通银行,0.0000
20140505,601336    ,新华保险,-0.0035
20140506,600016    ,民生银行,-0.0026
20140506,600309    ,万华化学,0.0043
20140506,600340    ,华夏幸福,0.0169
20140506,600690    ,青岛海尔,-0.0066
20140506,600703    ,三安光电,0.0097
20140506,600887    ,伊利股份,0.0003
20140506,601166    ,兴业银行,-0.0060
20140506,601186    ,中国铁建,0.0134
20140506,601288    ,农业银行,0.0000
20140506,601328    ,交通银行,0.0027
20140506,601336    ,新华保险,0.0080
20140507,600016    ,民生银行,-0.0052
20140507,600309    ,万华化学,-0.0031
20140507,600340    ,华夏幸福,0.0028
20140507,600690    ,青岛海尔,-0.0331
20140507,600703    ,三安光电,-0.0357
20140507,600887    ,伊利股份,-0.0313
20140507,601166    ,兴业银行,-0.0141
20140507,601186    ,中国铁建,0.0265
20140507,601288    ,农业银行,0.0000
20140507,601328    ,交通银行,-0.0027
20140507,601336    ,新华保险,-0.0090
20140508,600016    ,民生银行,-0.0039
20140508,600309    ,万华化学,0.0006
20140508,600340    ,华夏幸福,0.0240
20140508,600690    ,青岛海尔,-0.0103
20140508,600703    ,三安光电,-0.0060
20140508,600887    ,伊利股份,-0.0088
20140508,601166    ,兴业银行,0.0010
20140508,601186    ,中国铁建,-0.0086
20140508,601288    ,农业银行,0.0042
20140508,601328    ,交通银行,0.0000
20140508,601336    ,新华保险,0.0000
20140509,600016    ,民生银行,-0.0026
20140509,600309    ,万华化学,-0.0208
20140509,600340    ,华夏幸福,-0.0366
20140509,600690    ,青岛海尔,-0.0124
20140509,600703    ,三安光电,-0.0121
20140509,600887    ,伊利股份,-0.0061
20140509,601166    ,兴业银行,0.0041
20140509,601186    ,中国铁建,0.0000
20140509,601288    ,农业银行,0.0000
20140509,601328    ,交通银行,0.0027
20140509,601336    ,新华保险,-0.0080
20140512,600016    ,民生银行,0.0118
20140512,600309    ,万华化学,0.0332
20140512,600340    ,华夏幸福,0.0028
20140512,600690    ,青岛海尔,0.0161
20140512,600703    ,三安光电,0.0277
20140512,600887    ,伊利股份,0.0117
20140512,601166    ,兴业银行,0.0152
20140512,601186    ,中国铁建,0.0152
20140512,601288    ,农业银行,0.0083
20140512,601328    ,交通银行,0.0108
20140512,601336    ,新华保险,0.0263
20140513,600016    ,民生银行,-0.0052
20140513,600309    ,万华化学,0.0121
20140513,600340    ,华夏幸福,0.0382
20140513,600690    ,青岛海尔,0.0186
20140513,600703    ,三安光电,-0.0124
20140513,600887    ,伊利股份,0.0135
20140513,601166    ,兴业银行,-0.0040
20140513,601186    ,中国铁建,-0.0128
20140513,601288    ,农业银行,0.0041
20140513,601328    ,交通银行,0.0000
20140513,601336    ,新华保险,-0.0054
20140514,600016    ,民生银行,-0.0026
20140514,600309    ,万华化学,-0.0078
20140514,600340    ,华夏幸福,0.0257
20140514,600690    ,青岛海尔,-0.0237
20140514,600703    ,三安光电,0.0026
20140514,600887    ,伊利股份,-0.0174
20140514,601166    ,兴业银行,0.0030
20140514,601186    ,中国铁建,0.0000
20140514,601288    ,农业银行,0.0000
20140514,601328    ,交通银行,0.0027
20140514,601336    ,新华保险,0.0045
20140515,600016    ,民生银行,-0.0039
20140515,600309    ,万华化学,-0.0217
20140515,600340    ,华夏幸福,-0.0535
20140515,600690    ,青岛海尔,-0.0277
20140515,600703    ,三安光电,0.0022
20140515,600887    ,伊利股份,-0.0146
20140515,601166    ,兴业银行,-0.0040
20140515,601186    ,中国铁建,-0.0065
20140515,601288    ,农业银行,0.0041
20140515,601328    ,交通银行,0.0000
20140515,601336    ,新华保险,-0.0119
20140516,600016    ,民生银行,0.0039
20140516,600309    ,万华化学,0.0185
20140516,600340    ,华夏幸福,0.0166
20140516,600690    ,青岛海尔,0.0192
20140516,600703    ,三安光电,-0.0301
20140516,600887    ,伊利股份,-0.0062
20140516,601166    ,兴业银行,0.0000
20140516,601186    ,中国铁建,-0.0022
20140516,601288    ,农业银行,0.0041
20140516,601328    ,交通银行,0.0000
20140516,601336    ,新华保险,0.0010
20140519,600016    ,民生银行,-0.0339
20140519,600309    ,万华化学,-0.0139
20140519,600340    ,华夏幸福,-0.0828
20140519,600690    ,青岛海尔,-0.0154
20140519,600703    ,三安光电,-0.0217
20140519,600887    ,伊利股份,-0.0133
20140519,601166    ,兴业银行,-0.0281
20140519,601186    ,中国铁建,-0.0131
20140519,601288    ,农业银行,-0.0041
20140519,601328    ,交通银行,-0.0080
20140519,601336    ,新华保险,-0.0185
20140520,600016    ,民生银行,-0.0067
20140520,600309    ,万华化学,0.0037
20140520,600340    ,华夏幸福,-0.0085
20140520,600690    ,青岛海尔,-0.0199
20140520,600703    ,三安光电,0.0045
20140520,600887    ,伊利股份,-0.0049
20140520,601166    ,兴业银行,-0.0021
20140520,601186    ,中国铁建,0.0000
20140520,601288    ,农业银行,0.0041
20140520,601328    ,交通银行,0.0053
20140520,601336    ,新华保险,0.0051
20140521,600016    ,民生银行,0.0041
20140521,600309    ,万华化学,0.0043
20140521,600340    ,华夏幸福,0.0239
20140521,600690    ,青岛海尔,0.0196
20140521,600703    ,三安光电,0.0113
20140521,600887    ,伊利股份,0.0060
20140521,601166    ,兴业银行,0.0114
20140521,601186    ,中国铁建,0.0088
20140521,601288    ,农业银行,0.0041
20140521,601328    ,交通银行,0.0080
20140521,601336    ,新华保险,0.0187
20140522,600016    ,民生银行,0.0014
20140522,600309    ,万华化学,-0.0018
20140522,600340    ,华夏幸福,0.0793
20140522,600690    ,青岛海尔,0.0057
20140522,600703    ,三安光电,-0.0058
20140522,600887    ,伊利股份,-0.0106
20140522,601166    ,兴业银行,0.0010
20140522,601186    ,中国铁建,-0.0088
20140522,601288    ,农业银行,0.0000
20140522,601328    ,交通银行,0.0000
20140522,601336    ,新华保险,-0.0060
20140523,600016    ,民生银行,0.0067
20140523,600309    ,万华化学,0.0067
20140523,600340    ,华夏幸福,0.0240
20140523,600690    ,青岛海尔,0.0332
20140523,600703    ,三安光电,0.0126
20140523,600887    ,伊利股份,0.0118
20140523,601166    ,兴业银行,0.0092
20140523,601186    ,中国铁建,0.0022
20140523,601288    ,农业银行,0.0041
20140523,601328    ,交通银行,0.0053
20140523,601336    ,新华保险,0.0040
20140526,600016    ,民生银行,0.0040
20140526,600309    ,万华化学,0.0061
20140526,600340    ,华夏幸福,0.0170
20140526,600690    ,青岛海尔,-0.0014
20140526,600703    ,三安光电,0.0257
20140526,600887    ,伊利股份,0.0077
20140526,601166    ,兴业银行,0.0010
20140526,601186    ,中国铁建,0.0044
20140526,601288    ,农业银行,-0.0040
20140526,601328    ,交通银行,-0.0026
20140526,601336    ,新华保险,0.0055
20140527,600016    ,民生银行,-0.0067
20140527,600309    ,万华化学,0.0121
20140527,600340    ,华夏幸福,0.0019
20140527,600690    ,青岛海尔,0.0034
20140527,600703    ,三安光电,-0.0099
20140527,600887    ,伊利股份,-0.0156
20140527,601166    ,兴业银行,-0.0071
20140527,601186    ,中国铁建,-0.0044
20140527,601288    ,农业银行,0.0041
20140527,601328    ,交通银行,0.0000
20140527,601336    ,新华保险,0.0040
20140528,600016    ,民生银行,0.0013
20140528,600309    ,万华化学,0.0095
20140528,600340    ,华夏幸福,0.0145
20140528,600690    ,青岛海尔,0.0239
20140528,600703    ,三安光电,0.0100
20140528,600887    ,伊利股份,-0.0032
20140528,601166    ,兴业银行,0.0122
20140528,601186    ,中国铁建,0.0000
20140528,601288    ,农业银行,0.0040
20140528,601328    ,交通银行,0.0053
20140528,601336    ,新华保险,0.0178
20140529,600016    ,民生银行,-0.0040
20140529,600309    ,万华化学,-0.0024
20140529,600340    ,华夏幸福,-0.0241
20140529,600690    ,青岛海尔,0.0020
20140529,600703    ,三安光电,-0.0035
20140529,600887    ,伊利股份,-0.0089
20140529,601166    ,兴业银行,-0.0080
20140529,601186    ,中国铁建,-0.0044
20140529,601288    ,农业银行,0.0040
20140529,601328    ,交通银行,0.0000
20140529,601336    ,新华保险,-0.0078
20140530,600016    ,民生银行,0.0040
20140530,600309    ,万华化学,-0.0035
20140530,600340    ,华夏幸福,0.0015
20140530,600690    ,青岛海尔,0.0007
20140530,600703    ,三安光电,-0.0100
20140530,600887    ,伊利股份,-0.0125
20140530,601166    ,兴业银行,-0.0030
20140530,601186    ,中国铁建,-0.0111
20140530,601288    ,农业银行,0.0000
20140530,601328    ,交通银行,-0.0026
20140530,601336    ,新华保险,-0.0112
20140603,600016    ,民生银行,-0.0013
20140603,600309    ,万华化学,-0.0077
20140603,600340    ,华夏幸福,-0.0123
20140603,600690    ,青岛海尔,0.0020
20140603,600703    ,三安光电,-0.0153
20140603,600887    ,伊利股份,-0.0775
20140603,601166    ,兴业银行,-0.0031
20140603,601186    ,中国铁建,0.0000
20140603,601288    ,农业银行,0.0080
20140603,601328    ,交通银行,0.0026
20140603,601336    ,新华保险,0.0030
20140604,600016    ,民生银行,-0.0054
20140604,600309    ,万华化学,-0.0161
20140604,600340    ,华夏幸福,-0.0610
20140604,600690    ,青岛海尔,-0.0285
20140604,600703    ,三安光电,-0.0062
20140604,600887    ,伊利股份,0.0233
20140604,601166    ,兴业银行,-0.0082
20140604,601186    ,中国铁建,-0.0045
20140604,601288    ,农业银行,-0.0120
20140604,601328    ,交通银行,-0.0052
20140604,601336    ,新华保险,-0.0094
20140605,600016    ,民生银行,0.0081
20140605,600309    ,万华化学,0.0207
20140605,600340    ,华夏幸福,0.0089
20140605,600690    ,青岛海尔,0.0259
20140605,600703    ,三安光电,0.0134
20140605,600887    ,伊利股份,0.0206
20140605,601166    ,兴业银行,0.0134
20140605,601186    ,中国铁建,0.0068
20140605,601288    ,农业银行,0.0161
20140605,601328    ,交通银行,0.0079
20140605,601336    ,新华保险,0.0164
20140606,600016    ,民生银行,-0.0080
20140606,600309    ,万华化学,-0.0137
20140606,600340    ,华夏幸福,0.0100
20140606,600690    ,青岛海尔,-0.0027
20140606,600703    ,三安光电,0.0066
20140606,600887    ,伊利股份,-0.0232
20140606,601166    ,兴业银行,-0.0122
20140606,601186    ,中国铁建,-0.0067
20140606,601288    ,农业银行,-0.0040
20140606,601328    ,交通银行,-0.0104
20140606,601336    ,新华保险,0.0078
20140609,600016    ,民生银行,-0.0027
20140609,600309    ,万华化学,-0.0042
20140609,600340    ,华夏幸福,0.0051
20140609,600690    ,青岛海尔,0.0073
20140609,600703    ,三安光电,-0.0079
20140609,600887    ,伊利股份,0.0013
20140609,601166    ,兴业银行,0.0062
20140609,601186    ,中国铁建,0.0000
20140609,601288    ,农业银行,0.0040
20140609,601328    ,交通银行,0.0053
20140609,601336    ,新华保险,0.0136
20140610,600016    ,民生银行,0.0095
20140610,600309    ,万华化学,0.0115
20140610,600340    ,华夏幸福,0.0213
20140610,600690    ,青岛海尔,0.0219
20140610,600703    ,三安光电,0.0164
20140610,600887    ,伊利股份,0.0000
20140610,601166    ,兴业银行,0.0153
20140610,601186    ,中国铁建,0.0158
20140610,601288    ,农业银行,0.0119
20140610,601328    ,交通银行,0.0105
20140610,601336    ,新华保险,0.0187
20140611,600016    ,民生银行,-0.0094
20140611,600309    ,万华化学,0.0030
20140611,600340    ,华夏幸福,0.0231
20140611,600690    ,青岛海尔,-0.0026
20140611,600703    ,三安光电,0.0096
20140611,600887    ,伊利股份,0.0134
20140611,601166    ,兴业银行,-0.0040
20140611,601186    ,中国铁建,-0.0022
20140611,601288    ,农业银行,0.0000
20140611,601328    ,交通银行,-0.0026
20140611,601336    ,新华保险,-0.0141
20140612,600016    ,民生银行,-0.0054
20140612,600309    ,万华化学,-0.0108
20140612,600340    ,华夏幸福,0.0030
20140612,600690    ,青岛海尔,-0.0169
20140612,600703    ,三安光电,0.0017
20140612,600887    ,伊利股份,0.0225
20140612,601166    ,兴业银行,-0.0020
20140612,601186    ,中国铁建,-0.0089
20140612,601288    ,农业银行,0.0000
20140612,601328    ,交通银行,0.0000
20140612,601336    ,新华保险,0.0086
20140613,600016    ,民生银行,0.0150
20140613,600309    ,万华化学,0.0066
20140613,600340    ,华夏幸福,-0.0079
20140613,600690    ,青岛海尔,0.0238
20140613,600703    ,三安光电,0.0220
20140613,600887    ,伊利股份,0.0036
20140613,601166    ,兴业银行,0.0233
20140613,601186    ,中国铁建,0.0247
20140613,601288    ,农业银行,0.0118
